WorkOrder,ModelName,LineName,SectionName,GroupName,StationName,TesterId,FixtureId,CarrierId,CarrierSide,TimeStamp,TestResult,SequenceNumber,Title,FileName,
BUNC1B347901#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1230,0,4/23/2026 18:11,PASS,0,N/A,N/A
BUNC1B347913#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1163,0,4/23/2026 18:12,PASS,0,N/A,N/A
1085033-04 261607026358,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1139,0,4/23/2026 18:12,PASS,0,N/A,N/A
BUNC1B347919#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1105,0,4/23/2026 18:13,PASS,0,N/A,N/A
1085033-04 2616070006971085033-04 261707005598,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1408,0,4/23/2026 18:13,PASS,0,N/A,N/A
1085033-04 261707005639,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1195,0,4/23/2026 18:13,PASS,0,N/A,N/A
BUNC1B408999#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1170,0,4/23/2026 18:13,PASS,0,N/A,N/A
1085033-04 2617070056241085033-04 261607000696,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1432,0,4/23/2026 18:13,PASS,0,N/A,N/A
1085033-04 261707005651,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1431,0,4/23/2026 18:14,PASS,0,N/A,N/A
1085033-04 261707005637,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1285,0,4/23/2026 18:14,PASS,0,N/A,N/A
BUNC1B347762#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1185,0,4/23/2026 18:15,PASS,0,N/A,N/A
BUNC1B347918#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1349,0,4/23/2026 18:15,PASS,0,N/A,N/A
BUNC1B347886#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1244,0,4/23/2026 18:15,PASS,0,N/A,N/A
BUNC1B347738#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1341,0,4/23/2026 18:15,PASS,0,N/A,N/A
1085033-04 261707005645,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1189,0,4/23/2026 18:16,PASS,0,N/A,N/A
BUNC1B347905#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1388,0,4/23/2026 18:16,PASS,0,N/A,N/A
BUNC1B408987#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1161,0,4/23/2026 18:16,PASS,0,N/A,N/A
BUNC1B347295#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1392,0,4/23/2026 18:16,PASS,0,N/A,N/A
BUNC1B409000#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1255,0,4/23/2026 18:17,PASS,0,N/A,N/A
1085033-04 2617070056411085033-04 261707005600,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1098,0,4/23/2026 18:17,PASS,0,N/A,N/A
1085033-04 261707005669,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1195,0,4/23/2026 18:17,PASS,0,N/A,N/A
1085033-04 261707005660,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1390,0,4/23/2026 18:17,PASS,0,N/A,N/A
BUNC1B347913#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1163,0,4/23/2026 18:18,PASS,0,N/A,N/A
1085033-04 261707005452,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1168,0,4/23/2026 18:18,PASS,0,N/A,N/A
1085033-04 2617070054881085033-04 261707005647,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1070,0,4/23/2026 18:19,PASS,0,N/A,N/A
BUNC1B347764#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1185,0,4/23/2026 18:19,PASS,0,N/A,N/A
BUNC1B409120#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1278,0,4/23/2026 18:20,PASS,0,N/A,N/A
1085033-04 261607000511,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1195,0,4/23/2026 18:20,PASS,0,N/A,N/A
1085033-04 261607000553,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1393,0,4/23/2026 18:20,PASS,0,N/A,N/A
1085033-04 2617070050011085033-04 261707005627,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1228,0,4/23/2026 18:21,PASS,0,N/A,N/A
BUNC1B347905#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1388,0,4/23/2026 18:21,PASS,0,N/A,N/A
BUNC1B347759#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1438,0,4/23/2026 18:21,PASS,0,N/A,N/A
BUNC1B409098#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1162,0,4/23/2026 18:22,PASS,0,N/A,N/A
BUNC1B347918#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1163,0,4/23/2026 18:22,PASS,0,N/A,N/A
BUNC1B409100#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1191,0,4/23/2026 18:22,PASS,0,N/A,N/A
BUNC1B347903#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1181,0,4/23/2026 18:23,PASS,0,N/A,N/A
1085033-04 261707005613,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1195,0,4/23/2026 18:23,PASS,0,N/A,N/A
1085033-04 2617070056211085033-04 261707005608,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1381,0,4/23/2026 18:24,PASS,0,N/A,N/A
BUNC1B347738#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1341,0,4/23/2026 18:24,PASS,0,N/A,N/A
BUNC1B347297#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1221,0,4/23/2026 18:24,PASS,0,N/A,N/A
BUNC1B347904#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1278,0,4/23/2026 18:24,PASS,0,N/A,N/A
1085033-04 2617070055971085033-04 261607026222,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1289,0,4/23/2026 18:25,PASS,0,N/A,N/A
BUNC1B409003#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1206,0,4/23/2026 18:25,PASS,0,N/A,N/A
1085033-04 2616070263581085033-04 261707005489,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1139,0,4/23/2026 18:26,PASS,0,N/A,N/A
BUNC1B347754#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1365,0,4/23/2026 18:26,PASS,0,N/A,N/A
1085033-04 261707005691,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1400,0,4/23/2026 18:26,PASS,0,N/A,N/A
1085033-04 261707005696,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1147,0,4/23/2026 18:27,PASS,0,N/A,N/A
BUNC1B347758#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1169,0,4/23/2026 18:27,PASS,0,N/A,N/A
BUNC1B347295#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1163,0,4/23/2026 18:27,PASS,0,N/A,N/A
BUNC1B409100#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1191,0,4/23/2026 18:28,PASS,0,N/A,N/A
BUNC1B347757#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1440,0,4/23/2026 18:28,PASS,0,N/A,N/A
1085033-04 261707005673,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1116,0,4/23/2026 18:28,PASS,0,N/A,N/A
1085033-04 261707005676,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1351,0,4/23/2026 18:28,PASS,0,N/A,N/A
BUNC1B409098#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1162,0,4/23/2026 18:29,PASS,0,N/A,N/A
BUNC1B408985#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1093,0,4/23/2026 18:29,PASS,0,N/A,N/A
BUNC1B408999#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1278,0,4/23/2026 18:29,PASS,0,N/A,N/A
1085033-04 2617070056141085033-04 261707005651,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1270,0,4/23/2026 18:30,PASS,0,N/A,N/A
BUNC1B347298#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1119,0,4/23/2026 18:30,PASS,0,N/A,N/A
1085033-04 261707005697,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1309,0,4/23/2026 18:31,PASS,0,N/A,N/A
BUNC1B347305#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1264,0,4/23/2026 18:31,PASS,0,N/A,N/A
BUNC1B347292#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1128,0,4/23/2026 18:31,PASS,0,N/A,N/A
1085033-04 2617070056371085033-04 261707005645,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1285,0,4/23/2026 18:31,PASS,0,N/A,N/A
BUNC1B347903#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1181,0,4/23/2026 18:32,PASS,0,N/A,N/A
1085033-04 261707005689,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1461,0,4/23/2026 18:32,PASS,0,N/A,N/A
BUNC1B347761#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1203,0,4/23/2026 18:33,PASS,0,N/A,N/A
1085033-04 261707005675,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1319,0,4/23/2026 18:33,PASS,0,N/A,N/A
BUNC1B347757#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1440,0,4/23/2026 18:33,PASS,0,N/A,N/A
1085033-04 2617070056601085033-04 261707005639,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1390,0,4/23/2026 18:33,PASS,0,N/A,N/A
1085033-04 261707005685,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1457,0,4/23/2026 18:33,PASS,0,N/A,N/A
BUNC1B347754#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1365,0,4/23/2026 18:34,PASS,0,N/A,N/A
BUNC1B409003#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1278,0,4/23/2026 18:34,PASS,0,N/A,N/A
1085033-04 261707005698,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1201,0,4/23/2026 18:34,PASS,0,N/A,N/A
BUNC1B347302#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1286,0,4/23/2026 18:35,PASS,0,N/A,N/A
BUNC1B347305#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1264,0,4/23/2026 18:36,PASS,0,N/A,N/A
BUNC1B347883#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1411,0,4/23/2026 18:36,PASS,0,N/A,N/A
1085033-04 261707005699,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1060,0,4/23/2026 18:37,PASS,0,N/A,N/A
1085033-04 2616070005531085033-04 261607000511,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1393,0,4/23/2026 18:37,PASS,0,N/A,N/A
1085033-04 261707005642,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1394,0,4/23/2026 18:37,PASS,0,N/A,N/A
BUNC1B347297#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1440,0,4/23/2026 18:38,PASS,0,N/A,N/A
BUNC1B347285#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1378,0,4/23/2026 18:38,PASS,0,N/A,N/A
1085033-04 261707005700,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1131,0,4/23/2026 18:38,PASS,0,N/A,N/A
1085033-04 261707005702,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1067,0,4/23/2026 18:38,PASS,0,N/A,N/A
BUNC1B347759#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1438,0,4/23/2026 18:38,PASS,0,N/A,N/A
BUNC1B408985#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1093,0,4/23/2026 18:38,PASS,0,N/A,N/A
BUNC1B347298#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1440,0,4/23/2026 18:38,FAIL,44,"DES Start CAN Command and Check pos. Response(Start Message03, wait for response, Stop) ---- (15'453)",D:\Chroma Temp Data\BUNC1B347298#-18-38-23-April-2026.txt
1085033-04 2617070056691085033-04 261707005697,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1130,0,4/23/2026 18:39,PASS,0,N/A,N/A
BUNC1B347921#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1271,0,4/23/2026 18:39,PASS,0,N/A,N/A
1085033-04 261707005659,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1396,0,4/23/2026 18:40,PASS,0,N/A,N/A
BUNC1B347756#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA02,ECD16010089-CVI-04,CR_CD01:1225,0,4/23/2026 18:40,PASS,0,N/A,N/A
BUNC1B347284#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1153,0,4/23/2026 18:40,PASS,0,N/A,N/A
1085033-04 261707005714,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1404,0,4/23/2026 18:42,PASS,0,N/A,N/A
1085033-04 261607011256,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1385,0,4/23/2026 18:42,PASS,0,N/A,N/A
BUNC1B347285#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1378,0,4/23/2026 18:43,PASS,0,N/A,N/A
BUNC1B347302#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1438,0,4/23/2026 18:43,PASS,0,N/A,N/A
BUNC1B347883#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1411,0,4/23/2026 18:43,PASS,0,N/A,N/A
1085033-04 261707005674,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1091,0,4/23/2026 18:44,PASS,0,N/A,N/A
BUNC1B347298#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1119,0,4/23/2026 18:44,PASS,0,N/A,N/A
1085033-04 2617070056131085033-04 261707005689,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1314,0,4/23/2026 18:44,PASS,0,N/A,N/A
1085033-04 2617070056731085033-04 261707005685,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1116,0,4/23/2026 18:45,PASS,0,N/A,N/A
BUNC1B409002#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1045,0,4/23/2026 18:45,PASS,0,N/A,N/A
1085033-04 261707005701,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA21,ECD16010089-FAT-01,CR_CD01:1336,0,4/23/2026 18:46,PASS,0,N/A,N/A
BUNC1B347307#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1288,0,4/23/2026 18:46,PASS,0,N/A,N/A
1085033-04 261707005715,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1395,0,4/23/2026 18:47,PASS,0,N/A,N/A
BUNC1B347756#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1225,0,4/23/2026 18:47,PASS,0,N/A,N/A
BUNC1B347758#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1438,0,4/23/2026 18:48,PASS,0,N/A,N/A
1085033-04 261607011299,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1290,0,4/23/2026 18:48,PASS,0,N/A,N/A
BUNC1B347761#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_01,CA01,ECD16010089-PAT-01,CR_CD01:1119,0,4/23/2026 18:49,PASS,0,N/A,N/A
1085033-04 2617070056911085033-04 261707005699,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1400,0,4/23/2026 18:49,PASS,0,N/A,N/A
BUNC1B409002#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1045,0,4/23/2026 18:50,PASS,0,N/A,N/A
1085033-04 2617070056961085033-04 261707005642,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA07,ECD16010089-EER-01,CR_CD01:1147,0,4/23/2026 18:50,PASS,0,N/A,N/A
1085033-04 261707005706,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1451,0,4/23/2026 18:51,PASS,0,N/A,N/A
1085033-04 2617070056761085033-04 261707005452,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA06,ECD16010089-EER-01,CR_CD01:1351,0,4/23/2026 18:51,PASS,0,N/A,N/A
1085033-04 261707005670,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1104,0,4/23/2026 18:52,PASS,0,N/A,N/A
1085033-04 261707005460,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1350,0,4/23/2026 18:52,PASS,0,N/A,N/A
BUNC1B347284#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU_02,CA02,ECD16010089-PAT-02,CR_CD01:1225,0,4/23/2026 18:52,PASS,0,N/A,N/A
BUNC1B347921#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA06,ECD16010089-PAT-01,CR_CD01:1438,0,4/23/2026 18:52,PASS,0,N/A,N/A
BUNC1B347300#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1380,0,4/23/2026 18:53,PASS,0,N/A,N/A
1085033-04 2617070056751085033-04 261707005714,3572603330,ECD16010089,CD01,FINAL-TEST,EER CDBU,EER_CDBU,TA08,ECD16010089-EER-01,CR_CD01:1319,0,4/23/2026 18:53,PASS,0,N/A,N/A
1085033-04 261707005709,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA22,ECD16010089-FAT-01,CR_CD01:1032,0,4/23/2026 18:54,PASS,0,N/A,N/A
BUNC1B408988#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1453,0,4/23/2026 18:54,PASS,0,N/A,N/A
1085033-04 261707005703,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA17,ECD16010089-FAT-01,CR_CD01:1428,0,4/23/2026 18:54,PASS,0,N/A,N/A
BUNC1B347303#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1120,0,4/23/2026 18:55,PASS,0,N/A,N/A
BUNC1B347307#,3572603330,ECD16010089,CD01,ASSEMBLY,ATS1 CDBU,ATS1_CDBU,CA07,ECD16010089-PAT-01,CR_CD01:1288,0,4/23/2026 18:55,PASS,0,N/A,N/A
1085033-04 261707005679,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA18,ECD16010089-FAT-02,CR_CD01:1109,0,4/23/2026 18:55,PASS,0,N/A,N/A
BUNC1B347334#,3572603330,ECD16010089,CD01,ASSEMBLY,CVI CDBU,CVI_CDBU,TA01,ECD16010089-CVI-04,CR_CD01:1062,0,4/23/2026 18:56,PASS,0,N/A,N/A
1085033-04 261707005704,3572603330,ECD16010089,CD01,FINAL-TEST,ATS2 CDBU,ATS2_CDBU,CA23,ECD16010089-FAT-01,CR_CD01:1294,0,4/23/2026 18:56,PASS,0,N/A,N/A
